225 357
220 354
215 351
209 350
204 349
198 348
195 351
190 353
184 352
179 352
173 351
168 349
162 348
158 344
153 341
149 338
144 335
139 332
135 328
130 325
126 321
122 317
120 312
117 307
115 303
116 297
119 292
120 288
119 282
121 277
118 272
114 269
110 265
108 260
104 256
100 252
100 247
106 249
111 251
117 252
122 254
128 254
134 254
139 255
145 256
150 258
155 260
161 259
167 258
172 258
178 261
183 262
188 264
194 266
199 269
204 271
209 272
213 269
217 265
222 262
227 259
232 256
236 252
241 250
246 248
251 249
257 250
256 255
252 258
248 261
246 267
247 271
252 272
254 274
256 279
261 281
266 284
272 286
277 287
277 293
278 298
279 303
280 309
280 314
278 319
275 324
273 329
271 334
266 337
265 341
267 346
266 352
264 357
260 360
254 360
248 361
243 360
237 359
231 358
